Id,SalePrice
1461,121578.69662808364
1462,155719.0688746921
1463,182170.60921735622
1464,194717.34050561028
1465,186986.88088678525
1466,170042.3514673683
1467,180875.73967149504
1468,166515.01496749552
1469,189175.36256610157
1470,125008.8160595835
1471,199490.3777408855
1472,93035.62043545257
1473,99139.28872559767
1474,144102.97502642797
1475,120371.90072884723
1476,389158.6326392017
1477,257990.90966785108
1478,282756.9501990608
1479,267641.1412631099
1480,494625.7227816257
1481,345956.15800858545
1482,208652.0560896525
1483,170259.71322360364
1484,163436.32448393412
1485,184051.02849379502
1486,192649.17150909032
1487,327028.69250110583
1488,231046.93139365647
1489,196337.1742532687
1490,224309.56682026634
1491,193715.40753349732
1492,92951.81318781765
1493,188125.22919471716
1494,292171.7136669103
1495,286183.58228105766
1496,232331.98206342125
1497,180484.096330524
1498,165412.69079391088
1499,158114.04592393685
1500,154670.30671933276
1501,172877.3035088933
1502,155825.49146594878
1503,305800.0693509076
1504,244888.69372473063
1505,227994.7305235323
1506,178631.99356535828
1507,234469.7325507662
1508,196794.91213476827
1509,159747.22824996628
1510,146451.50542882635
1511,145212.4681798144
1512,164538.3768044183
1513,145230.45666814374
1514,165221.4537119469
1515,178507.22084504788
1516,154610.63815264238
1517,161035.03982114253
1518,129116.86066770362
1519,217887.60546439403
1520,134961.90854793516
1521,136380.75578622418
1522,166569.88122694922
1523,114305.66388491757
1524,123120.06273263696
1525,126002.12093002604
1526,112090.3309499214
1527,108777.1566357811
1528,138517.3514735187
1529,152560.80054477378
1530,182775.7054904042
1531,104619.53384898677
1532,100602.65567833376
1533,141165.26205764094
1534,119438.93080744028
1535,160762.99063446315
1536,114499.52215657571
1537,57994.84313337058
1538,144838.68540811568
1539,175178.95739619585
1540,91421.75584776611
1541,135557.88099608026
1542,145338.03298632527
1543,207214.64896109272
1544,81671.1594588195
1545,112532.44926546038
1546,123995.31308203703
1547,131557.54169094344
1548,130103.99843308459
1549,119030.88226786774
1550,134490.91003440093
1551,115795.32000100469
1552,141611.2716574494
1553,141133.4109329044
1554,115255.2426106335
1555,167689.63746127073
1556,83020.36079612168
1557,111914.65325823266
1558,99543.51508760758
1559,79750.71342988584
1560,137171.43390964906
1561,130665.27110868935
1562,129438.95017479417
1563,121617.97165535226
1564,154046.16577685997
1565,141196.39087205898
1566,232373.06193837625
1567,79084.81606959917
1568,229617.0712281125
1569,142475.9552223139
1570,140208.52687247063
1571,116505.75941087889
1572,143903.88550106972
1573,247522.65447320783
1574,104676.05028523949
1575,217246.5449546286
1576,227333.73157499044
1577,189962.61280990113
1578,140082.65458400937
1579,135309.23545820068
1580,192194.47006369894
1581,150536.41621911863
1582,126323.90026042963
1583,329177.5610208096
1584,227740.79065396308
1585,142156.4735002805
1586,70332.11861169913
1587,103690.11107463235
1588,152578.0981112102
1589,92838.44522432805
1590,134264.49680800296
1591,96879.98400574557
1592,118033.56404032031
1593,120172.42910652263
1594,125734.6887317781
1595,107091.58096025784
1596,251773.14330033446
1597,192410.51703918338
1598,197227.17124092343
1599,167838.62574788366
1600,157696.36246520892
1601,72026.58305932311
1602,110613.83111806524
1603,82787.76858423541
1604,270484.646125243
1605,240697.87213117784
1606,174700.02818350718
1607,154985.25863972594
1608,212392.36905402143
1609,189470.66448464716
1610,151253.96032506338
1611,135108.7660189477
1612,162559.6844711347
1613,160880.73466567727
1614,124740.96720920285
1615,88541.41279308006
1616,75204.03178881775
1617,96692.0003127199
1618,126471.68273748552
1619,140725.72902873455
1620,154094.11984818758
1621,137189.56312309438
1622,142817.6327180851
1623,275216.6465806345
1624,219512.4879746999
1625,119828.6963071629
1626,167205.277165952
1627,191851.90512257084
1628,280584.94819009904
1629,175723.83897042743
1630,373926.5455958239
1631,221329.6073212687
1632,248714.04431979472
1633,173992.39046985406
1634,185794.67527414166
1635,174833.8360785976
1636,150390.58814745734
1637,192045.31810256222
1638,187852.98556411342
1639,181308.4859354729
1640,261573.85988128535
1641,179587.79229078867
1642,226739.87774661797
1643,224918.30613984342
1644,234200.17116835766
1645,195916.94974002938
1646,161077.88076505566
1647,162963.88880764903
1648,127649.68233747485
1649,139534.233622817
1650,116186.62550086027
1651,120997.6214021852
1652,95754.72700171957
1653,101258.50623243184
1654,144818.38667200634
1655,140816.5285837308
1656,144743.65945306985
1657,150047.16805671086
1658,147523.1784772167
1659,131117.08780265463
1660,146999.88328299415
1661,465938.93818162876
1662,419489.8920953975
1663,387552.461653869
1664,471396.23003002803
1665,302513.06261599535
1666,317891.71777721634
1667,422260.4471766627
1668,331002.82634041813
1669,280848.2827836566
1670,345721.0869387119
1671,274729.2776621266
1672,478839.14071138314
1673,286582.7712003761
1674,242329.65745418664
1675,198804.01528799566
1676,190712.46516524098
1677,225746.95241013373
1678,464277.3287629749
1679,412951.0901842379
1680,352721.6541699547
1681,237435.09379193606
1682,309960.2363581855
1683,189126.0425455668
1684,175178.96755032617
1685,170858.790994739
1686,166482.5007029145
1687,171720.39566903605
1688,189105.329873289
1689,190113.91489135765
1690,194698.9007586941
1691,185529.50444358078
1692,253930.98613276938
1693,171440.5974981676
1694,186318.2741548412
1695,168900.07117651898
1696,281995.53657396423
1697,174000.8176753254
1698,355295.9151877185
1699,334359.75747161714
1700,251822.55511632733
1701,267477.2820707876
1702,249622.39539619372
1703,260580.8208152739
1704,275817.01859106927
1705,230262.91356787173
1706,436571.4297264961
1707,218773.55439214225
1708,214816.39830864934
1709,261913.4153966735
1710,216316.36212452353
1711,249280.24046233392
1712,273266.9949453078
1713,278074.976451012
1714,231544.8933899142
1715,199175.44665142996
1716,182704.64865937934
1717,174323.3391767398
1718,136909.07046038864
1719,204625.94145963353
1720,235999.28030270233
1721,164392.3138322078
1722,129204.6132759979
1723,157364.73838472698
1724,213235.72588473474
1725,244732.7801595083
1726,185625.09118809915
1727,156879.3732096122
1728,180326.1932263502
1729,162987.9519782059
1730,149482.2832043165
1731,120661.21159710975
1732,131962.2830939243
1733,114805.33294106484
1734,122113.8699537241
1735,129858.30379825272
1736,118040.01588955981
1737,305701.7116644956
1738,225640.41336750472
1739,262163.650434233
1740,211623.68552542382
1741,196678.45721265714
1742,169865.4046623196
1743,174514.22195504283
1744,299330.26804057305
1745,227625.54817595734
1746,181732.52639974508
1747,208739.9329087882
1748,220269.2378952476
1749,150595.34044881686
1750,127931.85170400076
1751,240957.0956107663
1752,122151.5422808905
1753,142614.3304373564
1754,190536.15997131454
1755,170720.91091606836
1756,135579.25678189305
1757,120993.14783622642
1758,145474.1669375675
1759,158550.18834642583
1760,167557.63445658004
1761,136696.89771834583
1762,171243.04669437322
1763,177062.04607973318
1764,115886.61365944221
1765,157615.15076570254
1766,183342.4394249273
1767,224751.83584203347
1768,142743.95016780737
1769,180608.4747595237
1770,149500.84792465685
1771,125611.15921481782
1772,136800.91046854047
1773,132310.31007723635
1774,128601.61093734836
1775,141315.37657075663
1776,123129.65604290985
1777,114401.55804832879
1778,137790.71464338683
1779,111335.56503443772
1780,173501.47758673527
